sido,sigungu,cityGubun,marketType,userType,ageGroup,gender,dtYearMonth,userCount,useCount,useCost
제주도,제주시,읍면,숙박,내국인관광객,50대,남,201812,493,665,72294220
제주도,제주시,읍면,숙박,내국인관광객,40대,여,201812,397,503,41856976
제주도,제주시,읍면,숙박,내국인관광객,40대,남,201812,563,744,67920126
제주도,제주시,읍면,숙박,내국인관광객,30대,여,201812,510,617,51997841
제주도,제주시,읍면,숙박,내국인관광객,30대,남,201812,479,673,50017075
제주도,제주시,읍면,숙박,내국인관광객,20대미만,여,201812,7,9,113220
제주도,제주시,읍면,숙박,내국인관광객,20대미만,남,201812,18,23,1438600
제주도,제주시,읍면,숙박,내국인관광객,20대,여,201812,374,417,22011699
제주도,제주시,읍면,숙박,내국인관광객,20대,남,201812,292,351,20634113
제주도,제주시,읍면,쇼핑,제주도민,60대이상,여,201812,1582,5203,206633645
제주도,제주시,읍면,쇼핑,제주도민,60대이상,남,201812,2788,9280,325061286
제주도,제주시,읍면,쇼핑,제주도민,50대,여,201812,2858,9611,334957857
제주도,제주시,읍면,쇼핑,제주도민,50대,남,201812,4703,16323,380996152
제주도,제주시,읍면,쇼핑,제주도민,40대,여,201812,3648,12876,306738635
제주도,제주시,읍면,쇼핑,제주도민,40대,남,201812,6228,22235,397200573
제주도,제주시,읍면,쇼핑,제주도민,30대,여,201812,2667,8946,175275932
제주도,제주시,읍면,쇼핑,제주도민,30대,남,201812,4522,15748,240466187
제주도,제주시,읍면,쇼핑,제주도민,20대미만,여,201812,139,455,2052150
제주도,제주시,읍면,쇼핑,제주도민,20대미만,남,201812,200,799,4063460
제주도,제주시,읍면,쇼핑,제주도민,20대,여,201812,1653,4746,52189720
제주도,제주시,읍면,쇼핑,제주도민,20대,남,201812,2574,9303,92025830
제주도,제주시,읍면,쇼핑,내국인관광객,60대이상,여,201812,861,2059,52438060
제주도,제주시,읍면,쇼핑,내국인관광객,60대이상,남,201812,1489,3762,77651290
제주도,제주시,읍면,쇼핑,내국인관광객,50대,여,201812,1850,3913,75992540
제주도,제주시,읍면,쇼핑,내국인관광객,50대,남,201812,3388,7895,145519930
제주도,제주시,읍면,쇼핑,내국인관광객,40대,여,201812,2593,5300,99499290
제주도,제주시,읍면,쇼핑,내국인관광객,40대,남,201812,4618,11726,193623523
제주도,제주시,읍면,쇼핑,내국인관광객,30대,여,201812,3689,6698,108961860
제주도,제주시,읍면,쇼핑,내국인관광객,30대,남,201812,5290,11327,158404000
제주도,제주시,읍면,쇼핑,내국인관광객,20대미만,여,201812,90,155,1398450
제주도,제주시,읍면,쇼핑,내국인관광객,20대미만,남,201812,110,256,3069910
제주도,제주시,읍면,쇼핑,내국인관광객,20대,여,201812,4314,7380,78250520
제주도,제주시,읍면,쇼핑,내국인관광객,20대,남,201812,4298,8487,88237800
제주도,제주시,읍면,소매,제주도민,60대이상,여,201812,352,499,45362418
제주도,제주시,읍면,소매,제주도민,60대이상,남,201812,455,674,54944468
제주도,제주시,읍면,소매,제주도민,50대,여,201812,551,814,91455900
제주도,제주시,읍면,소매,제주도민,50대,남,201812,793,1136,87242050
제주도,제주시,읍면,소매,제주도민,40대,여,201812,605,908,52214818
제주도,제주시,읍면,소매,제주도민,40대,남,201812,876,1421,85809709
제주도,제주시,읍면,소매,제주도민,30대,여,201812,415,559,19368472
제주도,제주시,읍면,소매,제주도민,30대,남,201812,549,800,30633549
제주도,제주시,읍면,소매,제주도민,20대미만,여,201812,21,22,460100
제주도,제주시,읍면,소매,제주도민,20대미만,남,201812,17,19,891350
제주도,제주시,읍면,소매,제주도민,20대,여,201812,253,316,7277936
제주도,제주시,읍면,소매,제주도민,20대,남,201812,309,455,11192127
제주도,제주시,읍면,소매,내국인관광객,60대이상,여,201812,364,431,25605260
제주도,제주시,읍면,소매,내국인관광객,60대이상,남,201812,449,543,29258380
제주도,제주시,읍면,소매,내국인관광객,50대,여,201812,821,1011,42650004
제주도,제주시,읍면,소매,내국인관광객,50대,남,201812,894,1095,46510728
제주도,제주시,읍면,소매,내국인관광객,40대,여,201812,878,1055,33348670
제주도,제주시,읍면,소매,내국인관광객,40대,남,201812,966,1233,39875744
제주도,제주시,읍면,소매,내국인관광객,30대,여,201812,1288,1496,41784812
제주도,제주시,읍면,소매,내국인관광객,30대,남,201812,1173,1435,45362981
제주도,제주시,읍면,소매,내국인관광객,20대미만,여,201812,59,69,1313330
제주도,제주시,읍면,소매,내국인관광객,20대미만,남,201812,39,52,911950
제주도,제주시,읍면,소매,내국인관광객,20대,여,201812,1982,2235,49819370
제주도,제주시,읍면,소매,내국인관광객,20대,남,201812,906,1033,25949630
제주도,제주시,읍면,문화/레져,제주도민,60대이상,여,201812,132,184,14549585
제주도,제주시,읍면,문화/레져,제주도민,60대이상,남,201812,456,657,59904433
제주도,제주시,읍면,문화/레져,제주도민,50대,여,201812,362,471,42665895
제주도,제주시,읍면,문화/레져,제주도민,50대,남,201812,1123,1475,134603945
제주도,제주시,읍면,문화/레져,제주도민,40대,여,201812,505,684,53684750
제주도,제주시,읍면,문화/레져,제주도민,40대,남,201812,1075,1452,104342197
제주도,제주시,읍면,문화/레져,제주도민,30대,여,201812,498,677,17751410
제주도,제주시,읍면,문화/레져,제주도민,30대,남,201812,529,756,30211280
제주도,제주시,읍면,문화/레져,제주도민,20대미만,여,201812,17,26,241900
제주도,제주시,읍면,문화/레져,제주도민,20대미만,남,201812,39,139,918590
제주도,제주시,읍면,문화/레져,제주도민,20대,여,201812,169,243,3532100
제주도,제주시,읍면,문화/레져,제주도민,20대,남,201812,224,698,7486110
제주도,제주시,읍면,문화/레져,내국인관광객,60대이상,여,201812,329,427,33559556
제주도,제주시,읍면,문화/레져,내국인관광객,60대이상,남,201812,798,1143,145922497
제주도,제주시,읍면,문화/레져,내국인관광객,50대,여,201812,825,1018,58400300
제주도,제주시,읍면,문화/레져,내국인관광객,50대,남,201812,1630,2052,205865840
제주도,제주시,읍면,문화/레져,내국인관광객,40대,여,201812,1083,1400,57508545
제주도,제주시,읍면,문화/레져,내국인관광객,40대,남,201812,1578,2006,122473935
제주도,제주시,읍면,문화/레져,내국인관광객,30대,여,201812,1159,1441,44757300
제주도,제주시,읍면,문화/레져,내국인관광객,30대,남,201812,1165,1445,48655890
제주도,제주시,읍면,문화/레져,내국인관광객,20대미만,여,201812,31,33,629900
제주도,제주시,읍면,문화/레져,내국인관광객,20대미만,남,201812,31,34,727700
제주도,제주시,읍면,문화/레져,내국인관광객,20대,여,201812,969,1114,18900235
제주도,제주시,읍면,문화/레져,내국인관광객,20대,남,201812,716,967,17121310
제주도,제주시,읍면,교통,제주도민,60대이상,여,201812,1281,2355,219347989
제주도,제주시,읍면,교통,제주도민,60대이상,남,201812,4168,9866,921060041
제주도,제주시,읍면,교통,제주도민,50대,여,201812,1378,2288,170954860
제주도,제주시,읍면,교통,제주도민,50대,남,201812,3031,6292,531541227
제주도,제주시,읍면,교통,제주도민,40대,여,201812,1346,2182,150404194
제주도,제주시,읍면,교통,제주도민,40대,남,201812,2543,4746,401682962
제주도,제주시,읍면,교통,제주도민,30대,여,201812,917,1395,79875110
제주도,제주시,읍면,교통,제주도민,30대,남,201812,1321,2189,127771280
제주도,제주시,읍면,교통,제주도민,20대미만,여,201812,4,7,256358
제주도,제주시,읍면,교통,제주도민,20대미만,남,201812,11,13,556617
제주도,제주시,읍면,교통,제주도민,20대,여,201812,300,409,19972931
제주도,제주시,읍면,교통,제주도민,20대,남,201812,469,738,33131050
제주도,제주시,읍면,교통,내국인관광객,60대이상,여,201812,451,559,28560555
제주도,제주시,읍면,교통,내국인관광객,60대이상,남,201812,1181,1467,85914244
제주도,제주시,읍면,교통,내국인관광객,50대,여,201812,1129,1420,70322221
제주도,제주시,읍면,교통,내국인관광객,50대,남,201812,2610,3239,187875865
제주도,제주시,읍면,교통,내국인관광객,40대,여,201812,1337,1680,73711183
제주도,제주시,읍면,교통,내국인관광객,40대,남,201812,2857,3627,197872983
제주도,제주시,읍면,교통,내국인관광객,30대,여,201812,1562,1890,63559241
제주도,제주시,읍면,교통,내국인관광객,30대,남,201812,2864,3384,142231817
제주도,제주시,읍면,교통,내국인관광객,20대미만,여,201812,14,17,392900
제주도,제주시,읍면,교통,내국인관광객,20대미만,남,201812,25,29,705703
제주도,제주시,읍면,교통,내국인관광객,20대,여,201812,1719,2009,50911641
제주도,제주시,읍면,교통,내국인관광객,20대,남,201812,1695,1942,68591961
제주도,제주시,도심,유흥,제주도민,60대이상,여,201812,294,378,43409110
제주도,제주시,도심,유흥,제주도민,60대이상,남,201812,1252,1843,236672289
제주도,제주시,도심,유흥,제주도민,50대,여,201812,948,1194,101733275
제주도,제주시,도심,유흥,제주도민,50대,남,201812,4030,6047,879301490
제주도,제주시,도심,유흥,제주도민,40대,여,201812,1390,1712,149290960
제주도,제주시,도심,유흥,제주도민,40대,남,201812,4601,6753,1087845622
제주도,제주시,도심,유흥,제주도민,30대,여,201812,1047,1304,83918573
제주도,제주시,도심,유흥,제주도민,30대,남,201812,2963,3965,486783855
제주도,제주시,도심,유흥,제주도민,20대미만,여,201812,42,63,2430900
제주도,제주시,도심,유흥,제주도민,20대미만,남,201812,69,93,4791510
제주도,제주시,도심,유흥,제주도민,20대,여,201812,1627,2274,101603580
제주도,제주시,도심,유흥,제주도민,20대,남,201812,2401,3556,232900740
제주도,제주시,도심,유흥,내국인관광객,60대이상,여,201812,76,98,15906200
제주도,제주시,도심,유흥,내국인관광객,60대이상,남,201812,234,294,43076000
제주도,제주시,도심,유흥,내국인관광객,50대,여,201812,207,237,32006400
제주도,제주시,도심,유흥,내국인관광객,50대,남,201812,782,1052,177804380
제주도,제주시,도심,유흥,내국인관광객,40대,여,201812,220,256,27837373
제주도,제주시,도심,유흥,내국인관광객,40대,남,201812,913,1276,216974300
제주도,제주시,도심,유흥,내국인관광객,30대,여,201812,252,322,20334000
제주도,제주시,도심,유흥,내국인관광객,30대,남,201812,754,997,114918200
제주도,제주시,도심,유흥,내국인관광객,20대미만,여,201812,7,13,559700
제주도,제주시,도심,유흥,내국인관광객,20대미만,남,201812,4,6,585500
제주도,제주시,도심,유흥,내국인관광객,20대,여,201812,378,468,22051700
제주도,제주시,도심,유흥,내국인관광객,20대,남,201812,538,734,39909955
제주도,제주시,도심,식음료,제주도민,60대이상,여,201812,9619,16917,553040525
제주도,제주시,도심,식음료,제주도민,60대이상,남,201812,17456,34829,1386168632
제주도,제주시,도심,식음료,제주도민,50대,여,201812,22271,47983,1426704390
제주도,제주시,도심,식음료,제주도민,50대,남,201812,31612,73241,2677623804
제주도,제주시,도심,식음료,제주도민,40대,여,201812,32684,80019,2001259416
제주도,제주시,도심,식음료,제주도민,40대,남,201812,37971,91126,3072843541
제주도,제주시,도심,식음료,제주도민,30대,여,201812,26450,61995,1392458502
제주도,제주시,도심,식음료,제주도민,30대,남,201812,29911,71942,2012042808
제주도,제주시,도심,식음료,제주도민,20대미만,여,201812,1922,4526,54922167
제주도,제주시,도심,식음료,제주도민,20대미만,남,201812,1703,4087,59242442
제주도,제주시,도심,식음료,제주도민,20대,여,201812,22609,58885,1079710520
제주도,제주시,도심,식음료,제주도민,20대,남,201812,20183,52283,1177177852
제주도,제주시,도심,식음료,내국인관광객,60대이상,여,201812,3432,4683,169156209
제주도,제주시,도심,식음료,내국인관광객,60대이상,남,201812,6503,9620,384008936
제주도,제주시,도심,식음료,내국인관광객,50대,여,201812,8738,12195,401238930
제주도,제주시,도심,식음료,내국인관광객,50대,남,201812,15710,24658,973177635
제주도,제주시,도심,식음료,내국인관광객,40대,여,201812,11686,17544,530041047
제주도,제주시,도심,식음료,내국인관광객,40대,남,201812,18443,29954,998648314
제주도,제주시,도심,식음료,내국인관광객,30대,여,201812,15619,22925,562195533
제주도,제주시,도심,식음료,내국인관광객,30대,남,201812,20014,31667,889153494
제주도,제주시,도심,식음료,내국인관광객,20대미만,여,201812,468,739,11830740
제주도,제주시,도심,식음료,내국인관광객,20대미만,남,201812,438,644,11875570
제주도,제주시,도심,식음료,내국인관광객,20대,여,201812,17865,26709,536235139
제주도,제주시,도심,식음료,내국인관광객,20대,남,201812,14313,22758,496482176
제주도,제주시,도심,숙박,제주도민,60대이상,여,201812,241,354,57047747
제주도,제주시,도심,숙박,제주도민,60대이상,남,201812,431,596,249038339
제주도,제주시,도심,숙박,제주도민,50대,여,201812,374,522,161486158
제주도,제주시,도심,숙박,제주도민,50대,남,201812,855,1177,225591647
제주도,제주시,도심,숙박,제주도민,40대,여,201812,545,694,107319419
제주도,제주시,도심,숙박,제주도민,40대,남,201812,1051,1415,139464868
제주도,제주시,도심,숙박,제주도민,30대,여,201812,293,383,36885391
제주도,제주시,도심,숙박,제주도민,30대,남,201812,654,883,111992634
제주도,제주시,도심,숙박,제주도민,20대미만,여,201812,15,20,932992
제주도,제주시,도심,숙박,제주도민,20대미만,남,201812,21,24,1007100
제주도,제주시,도심,숙박,제주도민,20대,여,201812,395,512,21686651
제주도,제주시,도심,숙박,제주도민,20대,남,201812,601,791,34128787
제주도,제주시,도심,숙박,내국인관광객,60대이상,여,201812,210,250,36923649
제주도,제주시,도심,숙박,내국인관광객,60대이상,남,201812,523,649,75543214
제주도,제주시,도심,숙박,내국인관광객,50대,여,201812,501,610,74534806
제주도,제주시,도심,숙박,내국인관광객,50대,남,201812,1284,1669,201011932
제주도,제주시,도심,숙박,내국인관광객,40대,여,201812,697,864,104890474
제주도,제주시,도심,숙박,내국인관광객,40대,남,201812,1445,1893,240588664
제주도,제주시,도심,숙박,내국인관광객,30대,여,201812,722,853,72914516
제주도,제주시,도심,숙박,내국인관광객,30대,남,201812,1162,1396,147070430
제주도,제주시,도심,숙박,내국인관광객,20대미만,여,201812,18,19,1574244
제주도,제주시,도심,숙박,내국인관광객,20대미만,남,201812,22,23,1007050
제주도,제주시,도심,숙박,내국인관광객,20대,여,201812,653,710,58217084
제주도,제주시,도심,숙박,내국인관광객,20대,남,201812,696,788,54550691
제주도,제주시,도심,쇼핑,제주도민,60대이상,여,201812,11643,35344,1140045324
제주도,제주시,도심,쇼핑,제주도민,60대이상,남,201812,14851,45375,1237465171
제주도,제주시,도심,쇼핑,제주도민,50대,여,201812,21410,70176,1952295014
제주도,제주시,도심,쇼핑,제주도민,50대,남,201812,27486,91999,2034383049
제주도,제주시,도심,쇼핑,제주도민,40대,여,201812,28678,96631,2375472748
제주도,제주시,도심,쇼핑,제주도민,40대,남,201812,36807,130319,2529177251
제주도,제주시,도심,쇼핑,제주도민,30대,여,201812,23153,72339,1536281893
제주도,제주시,도심,쇼핑,제주도민,30대,남,201812,29813,109220,1660109894
제주도,제주시,도심,쇼핑,제주도민,20대미만,여,201812,1668,4677,29354205
제주도,제주시,도심,쇼핑,제주도민,20대미만,남,201812,1948,7113,36349007
제주도,제주시,도심,쇼핑,제주도민,20대,여,201812,19385,64178,780068567
제주도,제주시,도심,쇼핑,제주도민,20대,남,201812,21418,80876,783036288
제주도,제주시,도심,쇼핑,내국인관광객,60대이상,여,201812,4303,8326,368451592
제주도,제주시,도심,쇼핑,내국인관광객,60대이상,남,201812,6989,13782,546073169
제주도,제주시,도심,쇼핑,내국인관광객,50대,여,201812,10031,18756,802192882
제주도,제주시,도심,쇼핑,내국인관광객,50대,남,201812,17162,36775,1237493484
제주도,제주시,도심,쇼핑,내국인관광객,40대,여,201812,12572,24933,974289790
제주도,제주시,도심,쇼핑,내국인관광객,40대,남,201812,21145,48451,1365055576
제주도,제주시,도심,쇼핑,내국인관광객,30대,여,201812,14893,28317,930574225
제주도,제주시,도심,쇼핑,내국인관광객,30대,남,201812,21125,46716,1149478799
제주도,제주시,도심,쇼핑,내국인관광객,20대미만,여,201812,476,910,15848600
제주도,제주시,도심,쇼핑,내국인관광객,20대미만,남,201812,489,939,13383230
제주도,제주시,도심,쇼핑,내국인관광객,20대,여,201812,16635,31254,739091401
제주도,제주시,도심,쇼핑,내국인관광객,20대,남,201812,15990,35968,609065038
제주도,제주시,도심,소매,제주도민,60대이상,여,201812,5756,8683,922378446
제주도,제주시,도심,소매,제주도민,60대이상,남,201812,5386,7670,833806915
제주도,제주시,도심,소매,제주도민,50대,여,201812,8675,13509,1468331810
제주도,제주시,도심,소매,제주도민,50대,남,201812,7600,10998,1149335538
제주도,제주시,도심,소매,제주도민,40대,여,201812,10234,16491,1491994178
제주도,제주시,도심,소매,제주도민,40대,남,201812,8451,13173,1225929587
제주도,제주시,도심,소매,제주도민,30대,여,201812,6865,10606,750155871
제주도,제주시,도심,소매,제주도민,30대,남,201812,5594,8102,642098196
제주도,제주시,도심,소매,제주도민,20대미만,여,201812,449,701,19917133
제주도,제주시,도심,소매,제주도민,20대미만,남,201812,294,391,14259627
제주도,제주시,도심,소매,제주도민,20대,여,201812,4898,7142,399693376
제주도,제주시,도심,소매,제주도민,20대,남,201812,3511,5122,342044113
제주도,제주시,도심,소매,내국인관광객,60대이상,여,201812,2140,2622,166497679
제주도,제주시,도심,소매,내국인관광객,60대이상,남,201812,2664,3215,217688440
제주도,제주시,도심,소매,내국인관광객,50대,여,201812,4187,5163,292748713
제주도,제주시,도심,소매,내국인관광객,50대,남,201812,5518,6746,347418012
제주도,제주시,도심,소매,내국인관광객,40대,여,201812,4970,6250,292460152
제주도,제주시,도심,소매,내국인관광객,40대,남,201812,5899,7438,357681000
제주도,제주시,도심,소매,내국인관광객,30대,여,201812,6053,7661,267752588
제주도,제주시,도심,소매,내국인관광객,30대,남,201812,6219,7743,321956855
제주도,제주시,도심,소매,내국인관광객,20대미만,여,201812,244,312,6654800
제주도,제주시,도심,소매,내국인관광객,20대미만,남,201812,224,273,12858450
제주도,제주시,도심,소매,내국인관광객,20대,여,201812,7623,9729,267383947
제주도,제주시,도심,소매,내국인관광객,20대,남,201812,4694,5929,183468149
제주도,제주시,도심,문화/레져,제주도민,60대이상,여,201812,723,954,43761315
제주도,제주시,도심,문화/레져,제주도민,60대이상,남,201812,1481,2173,114074243
제주도,제주시,도심,문화/레져,제주도민,50대,여,201812,2330,3511,121853843
제주도,제주시,도심,문화/레져,제주도민,50대,남,201812,3445,5216,258571557
제주도,제주시,도심,문화/레져,제주도민,40대,여,201812,5783,8951,255991374
제주도,제주시,도심,문화/레져,제주도민,40대,남,201812,5755,8993,293794492
제주도,제주시,도심,문화/레져,제주도민,30대,여,201812,4642,6932,167153521
제주도,제주시,도심,문화/레져,제주도민,30대,남,201812,4312,7467,177800262
제주도,제주시,도심,문화/레져,제주도민,20대미만,여,201812,652,1105,10999380
제주도,제주시,도심,문화/레져,제주도민,20대미만,남,201812,979,3725,29304293
제주도,제주시,도심,문화/레져,제주도민,20대,여,201812,4373,7516,115637375
제주도,제주시,도심,문화/레져,제주도민,20대,남,201812,5696,18259,174029455
제주도,제주시,도심,문화/레져,내국인관광객,60대이상,여,201812,191,259,8986910
제주도,제주시,도심,문화/레져,내국인관광객,60대이상,남,201812,365,469,27837378
제주도,제주시,도심,문화/레져,내국인관광객,50대,여,201812,450,593,22504611
제주도,제주시,도심,문화/레져,내국인관광객,50대,남,201812,980,1356,70782520
제주도,제주시,도심,문화/레져,내국인관광객,40대,여,201812,864,1213,29942292
제주도,제주시,도심,문화/레져,내국인관광객,40대,남,201812,1380,2254,68461524
제주도,제주시,도심,문화/레져,내국인관광객,30대,여,201812,956,1355,28549214
제주도,제주시,도심,문화/레져,내국인관광객,30대,남,201812,1498,2543,53817587
제주도,제주시,도심,문화/레져,내국인관광객,20대미만,여,201812,64,115,765270
제주도,제주시,도심,문화/레져,내국인관광객,20대미만,남,201812,130,364,3328500
제주도,제주시,도심,문화/레져,내국인관광객,20대,여,201812,1303,2066,27136730
제주도,제주시,도심,문화/레져,내국인관광객,20대,남,201812,2037,5512,48363960
제주도,제주시,도심,교통,제주도민,60대이상,여,201812,3330,4602,315929713
제주도,제주시,도심,교통,제주도민,60대이상,남,201812,6972,10797,774914683
제주도,제주시,도심,교통,제주도민,50대,여,201812,6271,8818,543604041
제주도,제주시,도심,교통,제주도민,50대,남,201812,9818,15033,955434106
제주도,제주시,도심,교통,제주도민,40대,여,201812,7137,10052,566107425
제주도,제주시,도심,교통,제주도민,40대,남,201812,10425,15979,910548389
제주도,제주시,도심,교통,제주도민,30대,여,201812,4859,6554,318070602
제주도,제주시,도심,교통,제주도민,30대,남,201812,7071,10173,506279724
제주도,제주시,도심,교통,제주도민,20대미만,여,201812,32,30,1088993
제주도,제주시,도심,교통,제주도민,20대미만,남,201812,49,65,1822502
제주도,제주시,도심,교통,제주도민,20대,여,201812,2365,2927,123136292
제주도,제주시,도심,교통,제주도민,20대,남,201812,3348,4566,184249307
제주도,제주시,도심,교통,내국인관광객,60대이상,여,201812,1213,1415,113520500
제주도,제주시,도심,교통,내국인관광객,60대이상,남,201812,2713,3201,307446543
제주도,제주시,도심,교통,내국인관광객,50대,여,201812,3605,4009,349862624
제주도,제주시,도심,교통,내국인관광객,50대,남,201812,7137,8333,713661875
제주도,제주시,도심,교통,내국인관광객,40대,여,201812,5080,5694,532932776
제주도,제주시,도심,교통,내국인관광객,40대,남,201812,8804,10291,839732240
제주도,제주시,도심,교통,내국인관광객,30대,여,201812,6585,7222,572301729
제주도,제주시,도심,교통,내국인관광객,30대,남,201812,9663,10985,834413947
제주도,제주시,도심,교통,내국인관광객,20대미만,여,201812,86,92,11689873
제주도,제주시,도심,교통,내국인관광객,20대미만,남,201812,92,98,21069287
제주도,제주시,도심,교통,내국인관광객,20대,여,201812,6422,6699,656213783
제주도,제주시,도심,교통,내국인관광객,20대,남,201812,6079,6704,578871199
제주도,서귀포시,읍면,유흥,제주도민,60대이상,여,201812,47,60,6570841
제주도,서귀포시,읍면,유흥,제주도민,60대이상,남,201812,210,366,49322800
제주도,서귀포시,읍면,유흥,제주도민,50대,여,201812,102,171,21728900
제주도,서귀포시,읍면,유흥,제주도민,50대,남,201812,432,891,142172627
제주도,서귀포시,읍면,유흥,제주도민,40대,여,201812,84,108,8758800
제주도,서귀포시,읍면,유흥,제주도민,40대,남,201812,373,688,119203440
제주도,서귀포시,읍면,유흥,제주도민,30대,여,201812,55,74,4412660
제주도,서귀포시,읍면,유흥,제주도민,30대,남,201812,159,254,37684060
제주도,서귀포시,읍면,유흥,제주도민,20대미만,여,201812,3,6,394900
제주도,서귀포시,읍면,유흥,제주도민,20대미만,남,201812,12,17,1855800
제주도,서귀포시,읍면,유흥,제주도민,20대,여,201812,35,41,2113900
제주도,서귀포시,읍면,유흥,제주도민,20대,남,201812,89,123,10981100
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,여,201812,28,34,3226000
제주도,서귀포시,읍면,유흥,내국인관광객,60대이상,남,201812,53,81,8580250
제주도,서귀포시,읍면,유흥,내국인관광객,50대,여,201812,49,71,7897650
제주도,서귀포시,읍면,유흥,내국인관광객,50대,남,201812,155,251,41592200
